ags,ac,al,dv
14625160,4,60 bis 74,5.0
14625200,5,75 und älter,2.6
14625220,4,60 bis 74,6.2
14625230,4,60 bis 74,4.8
14625240,5,75 und älter,10.1
14625250,5,75 und älter,3.0
14625280,4,60 bis 74,5.6
14625290,4,60 bis 74,6.6
14625310,4,60 bis 74,5.6
14625330,4,60 bis 74,7.8
14625340,4,60 bis 74,5.6
14625380,5,75 und älter,3.9
14625420,4,60 bis 74,4.8
14625430,3,40 bis 59,2.8
14625480,5,75 und älter,4.1
14625490,4,60 bis 74,6.2
14625525,4,60 bis 74,6.0
14625530,4,60 bis 74,6.5
14625550,4,60 bis 74,7.2
14625560,4,60 bis 74,5.4
14625570,4,60 bis 74,10.1
14625590,4,60 bis 74,8.7
14625600,4,60 bis 74,2.9
14625610,4,60 bis 74,3.3
14625630,5,75 und älter,7.2
14625640,1,unter 18,2.6
14625040,4,60 bis 74,6.4
14625510,4,60 bis 74,3.6
14625140,4,60 bis 74,3.9
14625170,4,60 bis 74,2.5
14625190,4,60 bis 74,4.4
14625390,4,60 bis 74,5.8
14625270,5,75 und älter,2.3
14625300,4,60 bis 74,4.7
14625370,4,60 bis 74,4.9
14625360,4,60 bis 74,5.2
14625460,4,60 bis 74,4.4
14625180,4,60 bis 74,3.2
14625320,4,60 bis 74,5.0
14625410,1,unter 18,4.2
14625450,5,75 und älter,3.4
14625580,4,60 bis 74,4.8
14625080,1,unter 18,5.1
14625350,1,unter 18,8.1
14625440,1,unter 18,4.2
14625470,1,unter 18,7.8
14625500,1,unter 18,8.1
14626060,4,60 bis 74,10.4
14626085,5,75 und älter,8.7
14626110,5,75 und älter,5.1
14626180,4,60 bis 74,6.1
14626245,4,60 bis 74,7.0
14626250,4,60 bis 74,6.7
14626280,4,60 bis 74,5.8
14626300,4,60 bis 74,5.8
14626310,4,60 bis 74,9.2
14626370,4,60 bis 74,7.8
14626390,5,75 und älter,7.2
14626420,4,60 bis 74,5.7
14626530,5,75 und älter,8.0
14626610,5,75 und älter,5.9
14626010,4,60 bis 74,4.2
14626100,4,60 bis 74,13.5
14626030,4,60 bis 74,7.7
14626500,4,60 bis 74,5.2
14626140,5,75 und älter,7.5
14626170,5,75 und älter,4.4
14626150,4,60 bis 74,8.0
14626270,4,60 bis 74,6.8
14626290,5,75 und älter,4.6
14626470,4,60 bis 74,3.8
14626070,4,60 bis 74,8.3
14626350,4,60 bis 74,6.5
14626510,4,60 bis 74,5.5
14626050,4,60 bis 74,8.7
14626210,5,75 und älter,9.3
14626400,4,60 bis 74,8.4
14626430,5,75 und älter,9.5
14626020,4,60 bis 74,7.4
14626410,4,60 bis 74,6.7
14626240,4,60 bis 74,4.3
14626450,4,60 bis 74,4.8
14626570,4,60 bis 74,5.9
14626260,4,60 bis 74,8.1
14626460,5,75 und älter,4.9
14626160,4,60 bis 74,4.8
14626480,4,60 bis 74,10.3
14626120,4,60 bis 74,6.0
14626490,4,60 bis 74,6.9
14626560,3,40 bis 59,6.2
14626590,4,60 bis 74,13.6
14626600,4,60 bis 74,10.0
14626190,4,60 bis 74,7.1
14626320,4,60 bis 74,6.9
14626440,4,60 bis 74,7.4
14626580,3,40 bis 59,5.0
14626200,4,60 bis 74,7.7
14626230,4,60 bis 74,4.0
14626330,4,60 bis 74,6.1
14626520,4,60 bis 74,6.2
14627010,5,75 und älter,6.9
14627020,4,60 bis 74,6.7
14627030,3,40 bis 59,3.1
14627050,5,75 und älter,5.7
14627060,4,60 bis 74,4.1
14627070,4,60 bis 74,6.3
14627080,1,unter 18,3.3
14627100,3,40 bis 59,4.2
14627130,5,75 und älter,6.0
14627140,5,75 und älter,4.9
14627150,3,40 bis 59,3.8
14627170,4,60 bis 74,3.7
14627180,4,60 bis 74,3.4
14627200,1,unter 18,2.9
14627210,5,75 und älter,3.8
14627220,4,60 bis 74,5.4
14627230,5,75 und älter,9.1
14627260,4,60 bis 74,5.6
14627270,4,60 bis 74,5.3
14627290,4,60 bis 74,5.8
14627310,5,75 und älter,3.7
14627360,4,60 bis 74,6.8
14627040,4,60 bis 74,3.1
14627190,4,60 bis 74,7.8
14627240,4,60 bis 74,8.8
14627340,4,60 bis 74,3.2
14627110,4,60 bis 74,5.6
14627250,4,60 bis 74,4.5
14628050,4,60 bis 74,2.4
14628060,4,60 bis 74,4.3
14628100,4,60 bis 74,3.5
14628110,5,75 und älter,3.5
14628130,4,60 bis 74,3.7
14628160,5,75 und älter,3.8
14628190,4,60 bis 74,5.7
14628220,4,60 bis 74,2.9
14628260,4,60 bis 74,6.7
14628300,5,75 und älter,2.9
14628360,5,75 und älter,5.8
14628380,4,60 bis 74,2.7
14628410,1,unter 18,3.2
14628010,4,60 bis 74,4.7
14628170,4,60 bis 74,7.2
14628020,5,75 und älter,5.0
14628040,3,40 bis 59,4.4
14628230,4,60 bis 74,4.7
14628030,5,75 und älter,9.2
14628320,5,75 und älter,8.2
14628330,4,60 bis 74,8.2
14628080,4,60 bis 74,3.3
14628250,4,60 bis 74,4.8
14628140,4,60 bis 74,5.6
14628210,4,60 bis 74,3.8
14628310,4,60 bis 74,6.3
14628340,5,75 und älter,5.3
14628390,4,60 bis 74,5.8
14628240,5,75 und älter,5.0
14628370,3,40 bis 59,3.8
14628070,3,40 bis 59,3.3
14628270,5,75 und älter,5.5
14628150,4,60 bis 74,7.7
14628205,4,60 bis 74,3.9
14628090,4,60 bis 74,3.6
14628400,5,75 und älter,2.5
14713000,2,19 bis 39,8.2
14729030,4,60 bis 74,5.1
14729040,4,60 bis 74,3.7
14729050,4,60 bis 74,4.3
14729060,3,40 bis 59,2.7
14729070,4,60 bis 74,3.0
14729080,4,60 bis 74,6.8
14729140,4,60 bis 74,5.2
14729150,4,60 bis 74,4.8
14729160,4,60 bis 74,4.9
14729170,5,75 und älter,5.4
14729190,3,40 bis 59,4.1
14729220,4,60 bis 74,5.5
14729245,4,60 bis 74,6.4
14729250,4,60 bis 74,3.2
14729260,5,75 und älter,3.9
14729270,4,60 bis 74,4.0
14729320,4,60 bis 74,4.6
14729360,4,60 bis 74,4.8
14729370,3,40 bis 59,2.5
14729380,4,60 bis 74,5.5
14729400,4,60 bis 74,4.5
14729410,5,75 und älter,4.3
14729430,5,75 und älter,4.2
14729010,5,75 und älter,4.0
14729330,3,40 bis 59,2.9
14729020,4,60 bis 74,3.3
14729300,3,40 bis 59,3.2
14729340,3,40 bis 59,5.0
14729100,3,40 bis 59,5.6
14729350,4,60 bis 74,3.4
14730020,5,75 und älter,5.2
14730045,4,60 bis 74,6.5
14730050,4,60 bis 74,7.0
14730060,4,60 bis 74,7.1
14730070,4,60 bis 74,3.7
14730080,4,60 bis 74,4.8
14730110,5,75 und älter,3.7
14730160,4,60 bis 74,6.8
14730170,4,60 bis 74,6.0
14730180,4,60 bis 74,2.7
14730190,4,60 bis 74,4.7
14730200,4,60 bis 74,7.1
14730210,4,60 bis 74,5.1
14730230,4,60 bis 74,5.5
14730250,3,40 bis 59,1.7
14730270,4,60 bis 74,1.5
14730300,5,75 und älter,2.4
14730330,4,60 bis 74,4.6
14730340,3,40 bis 59,3.9
14730010,4,60 bis 74,8.1
14730030,4,60 bis 74,5.5
14730090,4,60 bis 74,7.3
14730120,4,60 bis 74,8.0
14730320,4,60 bis 74,9.6
14730150,3,40 bis 59,3.7
14730280,4,60 bis 74,1.9
14730100,4,60 bis 74,6.5
14730310,4,60 bis 74,3.3
14730140,3,40 bis 59,5.4
14730360,4,60 bis 74,5.1
15001000,5,75 und älter,6.7
15002000,2,19 bis 39,2.9
15003000,2,19 bis 39,3.1
15081030,4,60 bis 74,5.2
15081135,4,60 bis 74,4.8
15081240,4,60 bis 74,5.8
15081280,4,60 bis 74,5.2
15081455,4,60 bis 74,5.4
15081026,4,60 bis 74,3.7
15081045,4,60 bis 74,4.0
15081095,4,60 bis 74,6.8
15081105,4,60 bis 74,4.1
15081225,3,40 bis 59,3.5
15081290,4,60 bis 74,4.7
15081440,4,60 bis 74,3.3
15081545,4,60 bis 74,5.1
15082005,4,60 bis 74,6.0
15082015,4,60 bis 74,5.3
15082180,5,75 und älter,4.5
15082241,4,60 bis 74,6.7
15082256,4,60 bis 74,6.9
15082301,4,60 bis 74,5.3
15082340,4,60 bis 74,5.7
15082377,4,60 bis 74,6.8
15082430,4,60 bis 74,6.0
15082440,4,60 bis 74,5.5
15083040,4,60 bis 74,5.1
15083270,4,60 bis 74,4.1
15083298,3,40 bis 59,2.8
15083390,4,60 bis 74,5.7
15083411,3,40 bis 59,2.9
15083415,4,60 bis 74,5.8
15083490,4,60 bis 74,4.1
15083531,4,60 bis 74,6.0
15083565,4,60 bis 74,5.2
15083030,4,60 bis 74,4.9
15083120,4,60 bis 74,6.2
15083130,4,60 bis 74,6.2
15083361,4,60 bis 74,5.3
15083440,4,60 bis 74,4.8
15083557,4,60 bis 74,6.8
15083580,4,60 bis 74,8.3
15083020,4,60 bis 74,7.2
15083060,3,40 bis 59,5.7
15083115,4,60 bis 74,6.8
15083125,4,60 bis 74,7.0
15083205,4,60 bis 74,6.2
15083230,4,60 bis 74,4.9
15083323,4,60 bis 74,5.7
15083190,4,60 bis 74,5.5
15083275,2,19 bis 39,4.0
15083320,4,60 bis 74,4.9
15083485,4,60 bis 74,5.3
15083505,4,60 bis 74,3.6
15083515,5,75 und älter,3.2
15083535,4,60 bis 74,7.6
15083025,4,60 bis 74,6.2
15083035,4,60 bis 74,5.9
15083245,4,60 bis 74,5.1
15083355,4,60 bis 74,3.4
15084130,4,60 bis 74,7.0
15084235,4,60 bis 74,7.7
15084315,4,60 bis 74,5.5
15084355,5,75 und älter,4.7
15084490,4,60 bis 74,5.8
15084550,5,75 und älter,3.4
15084590,5,75 und älter,7.4
15084012,4,60 bis 74,7.8
15084015,4,60 bis 74,7.4
15084125,4,60 bis 74,6.8
15084132,4,60 bis 74,7.3
15084133,4,60 bis 74,10.6
15084246,4,60 bis 74,6.6
15084282,4,60 bis 74,6.8
15084115,4,60 bis 74,6.2
15084207,4,60 bis 74,6.3
15084275,4,60 bis 74,6.1
15084442,4,60 bis 74,6.6
15084565,4,60 bis 74,6.8
15084025,4,60 bis 74,4.5
15084135,4,60 bis 74,6.7
15084150,4,60 bis 74,7.2
15084170,4,60 bis 74,8.3
15084250,4,60 bis 74,8.9
15084285,4,60 bis 74,7.8
15084360,4,60 bis 74,8.7
15084013,4,60 bis 74,5.7
15084335,4,60 bis 74,7.0
15084341,4,60 bis 74,5.9
15084375,4,60 bis 74,7.9
15084445,4,60 bis 74,8.5
15084470,4,60 bis 74,6.3
15084560,4,60 bis 74,12.5
15085040,4,60 bis 74,4.9
15085055,4,60 bis 74,5.6
15085110,4,60 bis 74,7.4
15085135,4,60 bis 74,5.2
15085145,4,60 bis 74,9.7
15085185,4,60 bis 74,6.0
15085190,4,60 bis 74,3.8
15085227,4,60 bis 74,4.6
15085228,4,60 bis 74,8.2
15085230,4,60 bis 74,5.6
15085235,4,60 bis 74,5.7
15085330,4,60 bis 74,6.7
15085370,5,75 und älter,4.5
15085090,4,60 bis 74,4.7
15085125,3,40 bis 59,6.2
15085140,4,60 bis 74,6.6
15085160,4,60 bis 74,6.4
15085285,4,60 bis 74,4.1
15085287,4,60 bis 74,9.3
15085365,4,60 bis 74,6.6
15086005,4,60 bis 74,4.7
15086015,4,60 bis 74,3.6
15086035,4,60 bis 74,7.1
15086040,4,60 bis 74,7.3
15086055,4,60 bis 74,5.7
15086080,4,60 bis 74,7.6
15086140,4,60 bis 74,5.3
15086145,4,60 bis 74,4.9
15087015,4,60 bis 74,7.1
15087031,4,60 bis 74,9.0
15087130,4,60 bis 74,5.0
15087165,4,60 bis 74,7.9
15087220,5,75 und älter,6.9
15087275,4,60 bis 74,9.7
15087370,4,60 bis 74,6.0
15087386,4,60 bis 74,7.2
15087412,4,60 bis 74,7.6
15087055,4,60 bis 74,6.3
15087101,4,60 bis 74,8.5
15087125,4,60 bis 74,7.6
15087250,4,60 bis 74,7.2
15087440,4,60 bis 74,7.9
15087010,4,60 bis 74,7.0
15087045,5,75 und älter,8.2
15087070,4,60 bis 74,11.3
15087075,4,60 bis 74,8.4
15087205,5,75 und älter,6.8
15087210,4,60 bis 74,9.0
15087260,4,60 bis 74,8.0
15087470,4,60 bis 74,8.5
15088020,5,75 und älter,6.5
15088025,4,60 bis 74,4.6
15088065,4,60 bis 74,4.5
15088150,3,40 bis 59,3.1
15088195,3,40 bis 59,4.4
15088205,4,60 bis 74,3.0
15088216,4,60 bis 74,5.7
15088220,5,75 und älter,3.3
15088235,4,60 bis 74,6.0
15088295,4,60 bis 74,6.5
15088305,4,60 bis 74,8.1
15088319,4,60 bis 74,6.7
15088330,3,40 bis 59,2.8
15088365,4,60 bis 74,8.0
15088030,5,75 und älter,5.6
15088100,4,60 bis 74,8.1
15088250,4,60 bis 74,8.9
15088265,4,60 bis 74,6.5
15088340,4,60 bis 74,8.4
15088355,4,60 bis 74,9.2
15089015,5,75 und älter,4.9
15089026,4,60 bis 74,6.2
15089030,4,60 bis 74,4.3
15089042,4,60 bis 74,4.9
15089055,5,75 und älter,6.0
15089175,4,60 bis 74,5.6
15089195,4,60 bis 74,6.0
15089235,4,60 bis 74,7.2
15089305,5,75 und älter,4.9
15089307,4,60 bis 74,6.8
15089310,4,60 bis 74,5.5
15089041,3,40 bis 59,4.6
15089043,4,60 bis 74,6.5
15089045,4,60 bis 74,5.8
15089075,4,60 bis 74,7.1
15089365,4,60 bis 74,6.3
15089005,5,75 und älter,4.1
15089130,4,60 bis 74,5.5
15089165,4,60 bis 74,4.7
15089185,4,60 bis 74,8.0
15089245,4,60 bis 74,7.9
15090070,4,60 bis 74,6.2
15090225,4,60 bis 74,8.0
15090415,4,60 bis 74,7.5
15090535,4,60 bis 74,3.3
15090546,4,60 bis 74,7.0
15090550,4,60 bis 74,5.4
15090010,4,60 bis 74,7.0
15090135,4,60 bis 74,6.7
15090180,4,60 bis 74,3.6
15090220,4,60 bis 74,9.1
15090245,3,40 bis 59,5.5
15090270,4,60 bis 74,12.8
15090435,4,60 bis 74,6.5
15090610,4,60 bis 74,9.8
15090285,4,60 bis 74,11.4
15090310,4,60 bis 74,8.5
15090445,4,60 bis 74,8.5
15090485,4,60 bis 74,6.3
15090500,4,60 bis 74,7.0
15090631,4,60 bis 74,5.4
15090003,4,60 bis 74,6.4
15090007,4,60 bis 74,7.1
15090008,4,60 bis 74,6.2
15090520,4,60 bis 74,7.5
15090635,4,60 bis 74,7.6
15091010,4,60 bis 74,7.5
15091020,4,60 bis 74,8.0
15091060,4,60 bis 74,7.9
15091110,4,60 bis 74,7.2
15091145,4,60 bis 74,5.6
15091160,4,60 bis 74,7.2
15091241,4,60 bis 74,5.3
15091375,4,60 bis 74,4.6
15091391,4,60 bis 74,5.1
16051000,2,19 bis 39,2.3
16052000,4,60 bis 74,4.4
16053000,2,19 bis 39,6.8
16054000,4,60 bis 74,7.3
16055000,5,75 und älter,1.6
16061045,4,60 bis 74,3.1
16061074,4,60 bis 74,3.8
16061115,4,60 bis 74,4.0
16061116,4,60 bis 74,4.3
16061117,4,60 bis 74,7.3
16061118,4,60 bis 74,3.5
16061003,4,60 bis 74,3.0
16061015,1,unter 18,3.9
16061026,4,60 bis 74,6.0
16061031,3,40 bis 59,3.2
16061094,4,60 bis 74,7.7
16061103,1,unter 18,3.0
16061114,1,unter 18,1.2
16061017,4,60 bis 74,4.2
16061019,4,60 bis 74,8.8
16061037,4,60 bis 74,4.1
16061044,4,60 bis 74,2.1
16061058,4,60 bis 74,5.1
16061001,1,unter 18,3.0
16061014,3,40 bis 59,5.5
16061021,2,19 bis 39,2.1
16061032,4,60 bis 74,6.7
16061033,4,60 bis 74,6.2
16061036,4,60 bis 74,3.5
16061048,1,unter 18,5.6
16061057,1,unter 18,3.0
16061066,1,unter 18,4.2
16061069,3,40 bis 59,5.8
16061078,3,40 bis 59,2.1
16061082,1,unter 18,6.8
16061083,4,60 bis 74,4.6
16061102,5,75 und älter,5.6
16061012,4,60 bis 74,2.2
16061034,4,60 bis 74,5.7
16061047,1,unter 18,4.5
16061049,4,60 bis 74,3.5
16061076,3,40 bis 59,4.0
16061089,1,unter 18,3.6
16061107,5,75 und älter,2.6
16061007,4,60 bis 74,6.7
16061065,4,60 bis 74,7.4
16061067,4,60 bis 74,2.9
16061068,4,60 bis 74,5.1
16061077,3,40 bis 59,9.8
16061091,1,unter 18,8.3
16061096,4,60 bis 74,3.1
16061097,1,unter 18,2.8
16061111,4,60 bis 74,3.0
16061018,4,60 bis 74,3.9
16061027,4,60 bis 74,3.9
16061041,4,60 bis 74,3.0
16061063,4,60 bis 74,2.1
16061101,4,60 bis 74,6.8
16061035,4,60 bis 74,4.3
16061056,5,75 und älter,6.4
16061062,5,75 und älter,2.9
16061075,3,40 bis 59,0.6
16061086,1,unter 18,9.3
16061098,4,60 bis 74,5.8
16061105,4,60 bis 74,8.4
16061113,4,60 bis 74,5.1
16062005,4,60 bis 74,5.0
16062041,5,75 und älter,4.0
16062049,4,60 bis 74,4.0
16062062,4,60 bis 74,8.1
16062063,4,60 bis 74,6.2
16062065,4,60 bis 74,5.2
16062008,4,60 bis 74,6.8
16062054,4,60 bis 74,11.2
16062064,4,60 bis 74,5.5
16062009,4,60 bis 74,7.3
16062024,4,60 bis 74,7.0
16062026,4,60 bis 74,6.2
16062033,4,60 bis 74,10.2
16062037,4,60 bis 74,7.2
16062066,4,60 bis 74,5.2
16063004,4,60 bis 74,6.1
16063076,4,60 bis 74,6.9
16063078,4,60 bis 74,6.8
16063082,4,60 bis 74,5.6
16063092,4,60 bis 74,5.6
16063097,4,60 bis 74,4.5
16063098,4,60 bis 74,4.5
16063099,4,60 bis 74,5.0
16063101,4,60 bis 74,6.4
16063103,4,60 bis 74,6.3
16063105,5,75 und älter,3.4
16063006,4,60 bis 74,4.1
16063008,4,60 bis 74,5.4
16063028,4,60 bis 74,5.8
16063046,4,60 bis 74,6.5
16063049,3,40 bis 59,2.1
16063058,4,60 bis 74,5.5
16063104,4,60 bis 74,6.6
16063003,4,60 bis 74,4.5
16063051,4,60 bis 74,4.5
16063011,4,60 bis 74,5.3
16063032,1,unter 18,3.7
16063068,4,60 bis 74,5.2
16063066,4,60 bis 74,5.9
16063071,4,60 bis 74,11.4
16063015,4,60 bis 74,6.5
16063023,4,60 bis 74,4.5
16063062,4,60 bis 74,6.1
16063084,5,75 und älter,7.3
16063086,4,60 bis 74,8.5
16064003,4,60 bis 74,4.4
16064014,4,60 bis 74,3.7
16064046,4,60 bis 74,3.6
16064071,4,60 bis 74,8.3
16064072,4,60 bis 74,8.1
16064073,4,60 bis 74,3.9
16064004,4,60 bis 74,4.5
16064005,4,60 bis 74,5.1
16064007,4,60 bis 74,10.1
16064009,4,60 bis 74,7.1
16064021,3,40 bis 59,7.2
16064027,4,60 bis 74,8.1
16064033,4,60 bis 74,8.0
16064038,4,60 bis 74,9.5
16064045,4,60 bis 74,6.9
16064061,4,60 bis 74,4.2
16064062,3,40 bis 59,4.4
16064064,3,40 bis 59,6.2
16064019,4,60 bis 74,4.4
16064022,4,60 bis 74,3.4
16064055,4,60 bis 74,2.6
16064074,4,60 bis 74,4.0
16064032,4,60 bis 74,2.9
16064053,4,60 bis 74,5.7
16064075,4,60 bis 74,7.0
16064058,3,40 bis 59,3.6
16064076,4,60 bis 74,4.5
16064037,4,60 bis 74,6.0
16064043,4,60 bis 74,12.8
16064077,4,60 bis 74,4.5
16065003,4,60 bis 74,5.7
16065032,4,60 bis 74,8.9
16065067,4,60 bis 74,5.8
16065085,4,60 bis 74,7.8
16065087,4,60 bis 74,7.5
16065089,4,60 bis 74,6.0
16065012,4,60 bis 74,6.1
16065051,3,40 bis 59,5.6
16065074,3,40 bis 59,6.8
16065075,4,60 bis 74,8.7
16065077,4,60 bis 74,7.5
16065079,4,60 bis 74,9.6
16065001,4,60 bis 74,4.6
16065014,4,60 bis 74,7.0
16065018,4,60 bis 74,11.1
16065038,4,60 bis 74,11.3
16065008,4,60 bis 74,14.3
16065019,4,60 bis 74,8.6
16065042,4,60 bis 74,7.8
16065046,4,60 bis 74,8.3
16065056,4,60 bis 74,7.7
16065086,4,60 bis 74,6.8
16065016,4,60 bis 74,8.7
16065052,4,60 bis 74,7.7
16065088,4,60 bis 74,5.8
16066023,4,60 bis 74,4.9
16066047,4,60 bis 74,4.5
16066063,4,60 bis 74,3.7
16066069,4,60 bis 74,6.5
16066074,4,60 bis 74,8.1
16066092,4,60 bis 74,5.9
16066093,4,60 bis 74,8.9
16066094,4,60 bis 74,7.3
16066019,4,60 bis 74,7.0
16066024,4,60 bis 74,4.0
16066052,4,60 bis 74,5.1
16066095,4,60 bis 74,6.7
16066041,4,60 bis 74,5.7
16066064,4,60 bis 74,7.3
16066086,4,60 bis 74,5.5
16066005,4,60 bis 74,8.0
16066015,4,60 bis 74,8.4
16066016,4,60 bis 74,4.3
16066017,4,60 bis 74,5.3
16066018,4,60 bis 74,9.7
16066038,4,60 bis 74,5.9
16066045,4,60 bis 74,7.1
16066049,4,60 bis 74,3.4
16066057,3,40 bis 59,2.9
16066058,4,60 bis 74,9.6
16066065,4,60 bis 74,7.4
16066079,4,60 bis 74,4.7
16066081,4,60 bis 74,7.1
16066042,4,60 bis 74,3.6
16066056,4,60 bis 74,6.2
16066073,3,40 bis 59,6.4
16066076,2,19 bis 39,4.6
16066013,4,60 bis 74,6.0
16066022,4,60 bis 74,7.8
16066059,4,60 bis 74,7.9
16066061,4,60 bis 74,8.6
16067019,5,75 und älter,5.6
16067029,5,75 und älter,2.4
16067064,4,60 bis 74,5.0
16067065,5,75 und älter,2.6
16067072,4,60 bis 74,4.5
16067087,4,60 bis 74,3.5
16067088,4,60 bis 74,6.0
16067004,4,60 bis 74,9.2
16067016,3,40 bis 59,3.9
16067022,4,60 bis 74,6.0
16067047,4,60 bis 74,7.6
16067052,4,60 bis 74,5.9
16067055,4,60 bis 74,11.5
16067068,4,60 bis 74,10.5
16067071,3,40 bis 59,4.8
16067082,4,60 bis 74,10.0
16067009,4,60 bis 74,3.3
16067011,4,60 bis 74,3.4
16067026,4,60 bis 74,6.3
16067033,1,unter 18,2.8
16067067,3,40 bis 59,4.3
16067044,4,60 bis 74,7.7
16067053,4,60 bis 74,4.0
16067059,3,40 bis 59,6.1
16067089,4,60 bis 74,4.8
16067063,4,60 bis 74,5.8
16067091,4,60 bis 74,5.0
16067013,4,60 bis 74,6.4
16067036,4,60 bis 74,4.3
16067092,4,60 bis 74,3.8
16068034,4,60 bis 74,4.2
16068051,4,60 bis 74,6.3
16068058,4,60 bis 74,5.7
16068063,4,60 bis 74,3.4
16068002,4,60 bis 74,8.5
16068014,4,60 bis 74,2.6
16068045,4,60 bis 74,4.2
16068057,4,60 bis 74,3.7
16068005,4,60 bis 74,4.1
16068022,4,60 bis 74,8.8
16068064,4,60 bis 74,6.2
16068019,4,60 bis 74,11.2
16068033,1,unter 18,6.3
16068041,4,60 bis 74,8.0
16068042,4,60 bis 74,4.4
16068013,4,60 bis 74,5.3
16068025,4,60 bis 74,5.5
16068044,4,60 bis 74,7.3
16068049,4,60 bis 74,5.3
16068053,4,60 bis 74,4.9
16068059,4,60 bis 74,6.5
16068001,3,40 bis 59,8.0
16068007,3,40 bis 59,2.6
16068017,4,60 bis 74,5.5
16068021,4,60 bis 74,6.5
16068032,4,60 bis 74,9.0
16068036,4,60 bis 74,5.6
16068037,3,40 bis 59,5.7
16068039,4,60 bis 74,9.8
16068048,4,60 bis 74,5.3
16068052,1,unter 18,4.1
16068055,4,60 bis 74,4.3
16068056,3,40 bis 59,3.8
16068009,4,60 bis 74,4.8
16068061,4,60 bis 74,5.3
16069012,4,60 bis 74,3.7
16069024,4,60 bis 74,2.5
16069042,4,60 bis 74,6.1
16069043,4,60 bis 74,7.0
16069053,4,60 bis 74,5.7
16069061,4,60 bis 74,9.4
16069062,4,60 bis 74,6.6
16069003,4,60 bis 74,7.2
16069008,3,40 bis 59,5.6
16069011,3,40 bis 59,6.2
16069017,4,60 bis 74,13.6
16069021,4,60 bis 74,6.2
16069028,4,60 bis 74,7.4
16069035,4,60 bis 74,9.2
16069037,4,60 bis 74,8.3
16069044,4,60 bis 74,11.4
16069047,4,60 bis 74,7.2
16069051,4,60 bis 74,5.2
16069046,4,60 bis 74,5.5
16069049,4,60 bis 74,5.8
16069052,4,60 bis 74,5.5
16069056,1,unter 18,5.6
16069063,4,60 bis 74,7.1
16069006,4,60 bis 74,2.9
16069058,4,60 bis 74,6.8
16070004,5,75 und älter,2.6
16070028,4,60 bis 74,4.0
16070029,4,60 bis 74,2.9
16070048,4,60 bis 74,4.9
16070057,4,60 bis 74,5.3
16070058,4,60 bis 74,6.8
16070011,4,60 bis 74,2.1
16070034,4,60 bis 74,7.2
16070043,4,60 bis 74,5.2
16070001,4,60 bis 74,4.3
16070006,3,40 bis 59,4.8
16070008,4,60 bis 74,6.2
16070012,4,60 bis 74,6.1
16070013,4,60 bis 74,6.7
16070041,4,60 bis 74,4.1
16070054,3,40 bis 59,4.2
16071001,4,60 bis 74,3.7
16071003,4,60 bis 74,4.1
16071008,4,60 bis 74,4.9
16071101,4,60 bis 74,5.9
16071103,4,60 bis 74,4.5
16071032,3,40 bis 59,7.3
16071043,4,60 bis 74,4.9
16071046,4,60 bis 74,5.2
16071059,3,40 bis 59,5.0
16071079,1,unter 18,6.8
16071087,1,unter 18,5.8
16071009,4,60 bis 74,7.8
16071013,3,40 bis 59,6.7
16071019,1,unter 18,3.4
16071025,1,unter 18,4.9
16071027,4,60 bis 74,8.3
16071031,4,60 bis 74,4.5
16071037,1,unter 18,2.9
16071042,1,unter 18,4.9
16071049,1,unter 18,5.4
16071053,3,40 bis 59,2.3
16071055,4,60 bis 74,5.0
16071056,1,unter 18,5.7
16071071,3,40 bis 59,10.8
16071089,1,unter 18,4.0
16071093,1,unter 18,4.7
16071095,3,40 bis 59,3.8
16071004,4,60 bis 74,6.1
16071015,4,60 bis 74,8.2
16071022,4,60 bis 74,5.8
16071064,5,75 und älter,6.0
16071069,3,40 bis 59,5.6
16071077,3,40 bis 59,6.9
16071083,4,60 bis 74,13.6
16071005,4,60 bis 74,15.9
16071017,5,75 und älter,6.1
16071061,4,60 bis 74,8.3
16071102,4,60 bis 74,5.2
16072011,4,60 bis 74,8.7
16072015,4,60 bis 74,6.8
16072018,4,60 bis 74,4.2
16072019,5,75 und älter,6.9
16072023,4,60 bis 74,6.7
16072024,4,60 bis 74,6.1
16072006,4,60 bis 74,6.4
16072013,4,60 bis 74,7.8
16073005,4,60 bis 74,6.0
16073076,4,60 bis 74,5.6
16073077,5,75 und älter,4.2
16073106,4,60 bis 74,8.6
16073109,4,60 bis 74,6.9
16073111,4,60 bis 74,5.2
16073028,4,60 bis 74,10.4
16073046,4,60 bis 74,6.3
16073067,4,60 bis 74,9.8
16073013,4,60 bis 74,8.0
16073014,4,60 bis 74,7.4
16073037,4,60 bis 74,9.9
16073055,4,60 bis 74,10.2
16073074,4,60 bis 74,13.8
16073082,4,60 bis 74,4.8
16073084,5,75 und älter,9.7
16073094,4,60 bis 74,5.7
16073113,4,60 bis 74,9.1
16073002,4,60 bis 74,6.5
16073035,1,unter 18,11.8
16073038,4,60 bis 74,7.2
16073107,4,60 bis 74,10.1
16073001,4,60 bis 74,6.5
16073112,4,60 bis 74,8.1
16074044,4,60 bis 74,3.6
16074012,4,60 bis 74,6.7
16074038,4,60 bis 74,10.0
16074039,4,60 bis 74,7.5
16074072,4,60 bis 74,13.2
16074092,4,60 bis 74,7.3
16074106,5,75 und älter,6.8
16074116,4,60 bis 74,6.9
16074007,1,unter 18,3.9
16074017,4,60 bis 74,11.2
16074045,1,unter 18,5.7
